rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.1609/aaai.v40i5.37337,Rethinking Progression of Memory State in Robotic Manipulation: An Object-Centric Perspective,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i5.37337,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.1068/p6899,Object — Position Binding in Visual Short-Term Memory for Sequentially Presented Unfamiliar Stimuli,2011,Perception,https://doi.org/10.1068/p6899,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1007/s00221-019-05711-y,"Visual cues, expectations, and sensorimotor memories in the prediction and perception of object dynamics during manipulation",2020,Experimental Brain Research,https://doi.org/10.1007/s00221-019-05711-y,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
14,arxiv:1911.06283v3,Self-Supervised Learning of State Estimation for Manipulating Deformable Linear Objects,2019,arXiv,http://arxiv.org/abs/1911.06283v3,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.1109/lra.2024.3500882,DINO-MOT: 3D Multi-Object Tracking With Visual Foundation Model for Pedestrian Re-Identification Using Visual Memory Mechanism,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3500882,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1109/icra57147.2024.10610890,Learning Language-Conditioned Deformable Object Manipulation with Graph Dynamics,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10610890,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.15607/rss.2022.xviii.001,ACID: Action-Conditional Implicit Visual Dynamics for Deformable Object Manipulation,2022,Robotics: Science and Systems XVIII,https://doi.org/10.15607/rss.2022.xviii.001,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.2139/ssrn.6479481,A Scalable Generative Robotic System for Foresighted 3D Goal State Prediction and Object Manipulation,,,https://doi.org/10.2139/ssrn.6479481,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1109/iccv51070.2023.01005,Learning Foresightful Dense Visual Affordance for Deformable Object Manipulation,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),https://doi.org/10.1109/iccv51070.2023.01005,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
20,arxiv:2603.18246v1,Rapid Adaptation of Particle Dynamics for Generalized Deformable Object Mobile Manipulation,2026,arXiv,http://arxiv.org/abs/2603.18246v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.3389/frobt.2022.833173,Visual state estimation in unseen environments through domain adaptation and metric learning,2022,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.833173,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1109/lra.2022.3192209,DiffSRL: Learning Dynamical State Representation for Deformable Object Manipulation With Differentiable Simulation,2022,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3192209,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1177/02783649231201201,Iterative residual policy: For goal-conditioned dynamic manipulation of deformable objects,2024,The International Journal of Robotics Research,https://doi.org/10.1177/02783649231201201,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
24,arxiv:2602.16675v1,Learning to unfold cloth: Scaling up world models to deformable object manipulation,2026,arXiv,http://arxiv.org/abs/2602.16675v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1109/iros45743.2020.9340764,Latent Space Roadmap for Visual Action Planning of Deformable and Rigid Object Manipulation,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros45743.2020.9340764,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1523/jneurosci.2588-17.2018,Neural Representations of Sensorimotor Memory- and Digit Position-Based Load Force Adjustments Before the Onset of Dexterous Object Manipulation,2018,The Journal of Neuroscience,https://doi.org/10.1523/jneurosci.2588-17.2018,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1109/icra48891.2023.10161541,Goal-Conditioned Action Space Reduction for Deformable Object Manipulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra48891.2023.10161541,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1109/tro.2025.3577052,Goal-Conditioned Model Simplification for 1-D and 2-D Deformable Object Manipulation,2025,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2025.3577052,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1108/aa-10-2021-0128,Contact-consistent visual object pose estimation for contact-rich robotic manipulation tasks,2022,Assembly Automation,https://doi.org/10.1108/aa-10-2021-0128,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2307.04040v1,Meta-Policy Learning over Plan Ensembles for Robust Articulated Object Manipulation,2023,arXiv,http://arxiv.org/abs/2307.04040v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1177/1059712313484502,Integrating visual perception and manipulation for autonomous learning of object representations,2013,Adaptive Behavior,https://doi.org/10.1177/1059712313484502,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1068/p7263,Visual Impressions of Pushing and Pulling: The Object Perceived as Causal is Not Always the One That Moves First,2012,Perception,https://doi.org/10.1068/p7263,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.3390/rs9121312,Deformable ConvNet with Aspect Ratio Constrained NMS for Object Detection in Remote Sensing Imagery,2017,Remote Sensing,https://doi.org/10.3390/rs9121312,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
34,arxiv:2107.08067v1,DeformerNet: A Deep Learning Approach to 3D Deformable Object Manipulation,2021,arXiv,http://arxiv.org/abs/2107.08067v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1068/p3263,Visual Impressions of Interactions between Objects When the Causal Object Does Not Move,2005,Perception,https://doi.org/10.1068/p3263,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1002/cav.1820,Physics‐based assistive grasping for robust object manipulation in virtual reality,2018,Computer Animation and Virtual Worlds,https://doi.org/10.1002/cav.1820,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
37,arxiv:2410.03509v1,GAP-RL: Grasps As Points for RL Towards Dynamic Object Grasping,2024,arXiv,http://arxiv.org/abs/2410.03509v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.21203/rs.3.rs-2190588/v1,SiamADT: Siamese Attention and Deformable Features Fusion Network for Visual Object Tracking,,,https://doi.org/10.21203/rs.3.rs-2190588/v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
39,arxiv:2511.09516v1,MAP-VLA: Memory-Augmented Prompting for Vision-Language-Action Model in Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2511.09516v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.3390/s25175430,Deformable and Fragile Object Manipulation: A Review and Prospects,2025,Sensors,https://doi.org/10.3390/s25175430,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.3389/frobt.2021.688275,Vision-Guided MPC for Robotic Path Following Using Learned Memory-Augmented Model,2021,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2021.688275,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
42,arxiv:2003.08151v3,The State of Lifelong Learning in Service Robots: Current Bottlenecks in Object Perception and Manipulation,2020,arXiv,http://arxiv.org/abs/2003.08151v3,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
43,arxiv:2602.22998v1,A Perspective on Open Challenges in Deformable Object Manipulation,2026,arXiv,http://arxiv.org/abs/2602.22998v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.3758/bf03194756,Is visual short-term memory object based? Rejection of the “strong-object” hypothesis,2002,Perception & Psychophysics,https://doi.org/10.3758/bf03194756,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1068/p5526,Surface Assignment Modulates Object Formation for Visual Short-Term Memory,2006,Perception,https://doi.org/10.1068/p5526,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
46,arxiv:2402.07648v1,DeformNet: Latent Space Modeling and Dynamics Prediction for Deformable Object Manipulation,2024,arXiv,http://arxiv.org/abs/2402.07648v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.1002/adrr.202500142,A State‐Adaptive Koopman Control Framework for Real‐Time Deformable Tool Manipulation in Robotic Environmental Swabbing,2026,Advanced Robotics Research,https://doi.org/10.1002/adrr.202500142,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
48,doi:10.21203/rs.3.rs-2972842/v1,Visual Servoing on a deformable object with pre-planned trajectory-based geometric primitives,,,https://doi.org/10.21203/rs.3.rs-2972842/v1,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
49,doi:10.3390/s26061863,DR-CLIP: A Deformable Vision–Language Model for Scale-Invariant Object Counting in Remote Sensing Images,2026,Sensors,https://doi.org/10.3390/s26061863,Addresses deformable object manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Deformable memory under action keeps action-critical alternatives explicit until a physical observation collapses them.
